state_name,district_name,crop,season,avg_yield,yield_std,min_yield,max_yield,num_records,avg_area,total_area,avg_production,total_production,first_year,last_year,zn_,fe,cu_,mn_,b_,s_,opt_temperature,opt_humidity,opt_moisture,opt_nitrogen,opt_potassium,opt_phosphorus,season_encoded,zn,cu,mn,b,s,state_encoded,district_encoded,crop_encoded
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,ARECANUT,RABI,1.7669753086419753,,1.7669753086419753,1.7669753086419753,1,1296.0,1296.0,2290.0,2290.0,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,429,2
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,ARECANUT,WHOLE YEAR,2.596293103448276,,2.596293103448276,2.596293103448276,1,1160.0,1160.0,3011.7,3011.7,2006,2006,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,429,2
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,ARHAR/TUR,RABI,0.30831918505942274,,0.30831918505942274,0.30831918505942274,1,294.5,294.5,90.8,90.8,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,429,3
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,BANANA,WHOLE YEAR,9.658606193996057,2.205139611424658,7.885695623775311,12.127853881278538,3,1048.5233333333333,3145.57,9541.0,28623.0,2000,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,429,7
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,BLACK PEPPER,RABI,0.08035714285714286,,0.08035714285714286,0.08035714285714286,1,168.0,168.0,13.5,13.5,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,429,15
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,BLACK PEPPER,WHOLE YEAR,1.0922285714285713,,1.0922285714285713,1.0922285714285713,1,175.0,175.0,191.14,191.14,2006,2006,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,429,15
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,CASHEWNUT,RABI,0.46153846153846156,,0.46153846153846156,0.46153846153846156,1,84.5,84.5,39.0,39.0,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,429,22
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,CASHEWNUT,WHOLE YEAR,0.7229423868312758,0.3420355182396097,0.4074074074074074,1.0864197530864197,3,67.16666666666667,201.5,43.666666666666664,131.0,2000,2006,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,429,22
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,COCONUT,WHOLE YEAR,3696.9229095027904,414.42594743588273,3418.192219679634,4307.692307692308,4,5312.5,21250.0,19312500.0,77250000.0,2000,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,429,28
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,DRY CHILLIES,RABI,1.5826771653543308,,1.5826771653543308,1.5826771653543308,1,254.0,254.0,402.0,402.0,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,429,37
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,DRY CHILLIES,WHOLE YEAR,3.4969455285932463,,3.4969455285932463,3.4969455285932463,1,235.72,235.72,824.3,824.3,2006,2006,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,429,37
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,DRY GINGER,RABI,9.198545454545455,,9.198545454545455,9.198545454545455,1,110.0,110.0,1011.84,1011.84,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,429,38
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,DRY GINGER,WHOLE YEAR,5.288478936994628,3.574947537515595,3.1818181818181817,9.416176768700588,3,264.88666666666666,794.66,1057.6666666666667,3173.0,2000,2006,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,429,38
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,GROUNDNUT,RABI,1.431578947368421,,1.431578947368421,1.431578947368421,1,4.75,4.75,6.8,6.8,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,429,43
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,MAIZE,RABI,1.1118800461361016,,1.1118800461361016,1.1118800461361016,1,86.7,86.7,96.4,96.4,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,30.324156706507303,59.005949535192556,44.52634794156707,18.90305444887118,4.138114209827357,17.784860557768923,1,0.0,0.0,0.0,0.0,0.0,0,429,59
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,MOONG(GREEN GRAM),RABI,0.47625363683039534,,0.47625363683039534,0.47625363683039534,1,1168.6,1168.6,556.55,556.55,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,429,63
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,OTHER KHARIF PULSES,KHARIF,0.573367618829327,0.1375903419313078,0.47607655502392343,0.6706586826347305,2,543.0,1086.0,323.5,647.0,2000,2001,93.36,100.0,83.19,100.0,90.78,0.23,30.198104395604396,59.09331043956044,43.01611263736264,18.08653846153846,3.927197802197802,18.906593406593405,0,0.0,0.0,0.0,0.0,0.0,0,429,75
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,OTHER OILSEEDS,WHOLE YEAR,0.5071599549125481,0.1324073291575204,0.41353383458646614,0.60078607523863,2,84.31,168.62,38.2,76.4,2000,2006,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,429,77
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,RICE,AUTUMN,2.9624503018701223,,2.9624503018701223,2.9624503018701223,1,6791.0,6791.0,20118.0,20118.0,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,5,0.0,0.0,0.0,0.0,0.0,0,429,98
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,RICE,KHARIF,2.836371452194308,0.10375396862464085,2.771343536174372,2.956025605343724,3,9117.1,27351.3,25963.873333333333,77891.62,2000,2006,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0,429,98
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,SUGARCANE,AUTUMN,12.126005727533071,,12.126005727533071,12.126005727533071,1,73.33,73.33,889.2,889.2,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,30.48503276539974,59.36010484927915,43.548938401048495,18.764089121887288,3.657929226736566,18.466579292267365,5,0.0,0.0,0.0,0.0,0.0,0,429,109
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,SUGARCANE,WHOLE YEAR,25.634897477924145,4.232535630383914,21.03786816269285,29.37037037037037,3,97.76666666666667,293.3,2538.3333333333335,7615.0,2000,2006,93.36,100.0,83.19,100.0,90.78,0.23,30.48503276539974,59.36010484927915,43.548938401048495,18.764089121887288,3.657929226736566,18.466579292267365,2,0.0,0.0,0.0,0.0,0.0,0,429,109
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,SUNFLOWER,RABI,0.6551724137931034,,0.6551724137931034,0.6551724137931034,1,2.9,2.9,1.9,1.9,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,429,110
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,SWEET POTATO,RABI,4.4036697247706424,,4.4036697247706424,4.4036697247706424,1,109.0,109.0,480.0,480.0,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,429,111
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,SWEET POTATO,WHOLE YEAR,6.285897435897436,5.579928014494704,0.05,10.807692307692308,3,69.33333333333333,208.0,362.6666666666667,1088.0,2000,2006,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,429,111
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,TAPIOCA,WHOLE YEAR,8.66968100019275,3.9928933031600806,5.568627450980392,13.175,3,200.5,601.5,1627.6666666666667,4883.0,2000,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,429,112
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,TURMERIC,RABI,5.536764705882353,,5.536764705882353,5.536764705882353,1,68.0,68.0,376.5,376.5,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,429,117
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,TURMERIC,WHOLE YEAR,6.0,,6.0,6.0,1,68.0,68.0,408.0,408.0,2006,2006,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,429,117
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,URAD,RABI,0.43302501179801794,,0.43302501179801794,0.43302501179801794,1,1059.5,1059.5,458.79,458.79,2010,2010,93.36,100.0,83.19,100.0,90.78,0.23,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,429,119
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,ARECANUT,RABI,0.9937238493723849,,0.9937238493723849,0.9937238493723849,1,1912.0,1912.0,1900.0,1900.0,2010,2010,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,559,2
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,ARECANUT,WHOLE YEAR,1.3463611849267854,0.3254732679278272,0.9408388140692387,1.6962962962962962,5,2926.8900000000003,14634.45,3966.532,19832.66,2002,2006,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,559,2
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,ARHAR/TUR,RABI,0.6439024390243903,,0.6439024390243903,0.6439024390243903,1,20.5,20.5,13.2,13.2,2010,2010,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,559,3
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,BANANA,WHOLE YEAR,8.980943620967833,3.275264022984769,6.187306856591018,15.325,6,1244.3166666666666,7465.9,9955.421666666667,59732.53,2002,2010,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,559,7
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,BLACK PEPPER,RABI,0.2396088019559902,,0.2396088019559902,0.2396088019559902,1,409.0,409.0,98.0,98.0,2010,2010,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,559,15
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,BLACK PEPPER,WHOLE YEAR,0.14143488364519402,0.08259240890767269,0.04885015734688937,0.2104722792607803,5,524.71,2623.55,73.47200000000001,367.36,2002,2006,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,559,15
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,CASHEWNUT,RABI,0.7,,0.7,0.7,1,15.0,15.0,10.5,10.5,2010,2010,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,559,22
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,CASHEWNUT,WHOLE YEAR,0.26363794893604,0.04749877155589742,0.21545064377682405,0.3270440251572327,5,102.4,512.0,26.292,131.46,2002,2006,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,559,22
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,COCONUT,WHOLE YEAR,3889.255310589217,570.3452711811499,3107.3446327683614,4855.589866838068,6,5900.04,35400.24,23310000.0,139860000.0,2002,2010,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,559,28
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,DRY CHILLIES,RABI,1.15625,,1.15625,1.15625,1,128.0,128.0,148.0,148.0,2010,2010,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,559,37
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,DRY CHILLIES,WHOLE YEAR,1.3706703745844415,1.1227825232436321,0.08744769874476988,2.42,5,282.86,1414.3,466.8,2334.0,2002,2006,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,559,37
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,DRY GINGER,RABI,8.81404255319149,,8.81404255319149,8.81404255319149,1,94.0,94.0,828.52,828.52,2010,2010,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,559,38
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,DRY GINGER,WHOLE YEAR,5.587683413029959,3.0816678157090895,3.2,9.0,5,293.78000000000003,1468.9,1321.24,6606.2,2002,2006,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,2,0.0,0.0,0.0,0.0,0.0,0,559,38
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,GROUNDNUT,RABI,0.49032258064516127,,0.49032258064516127,0.49032258064516127,1,15.5,15.5,7.6,7.6,2010,2010,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,559,43
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,MAIZE,RABI,3.4657534246575343,,3.4657534246575343,3.4657534246575343,1,73.0,73.0,253.0,253.0,2010,2010,80.0,99.59,81.28,98.68,99.34,0.5,30.324156706507303,59.005949535192556,44.52634794156707,18.90305444887118,4.138114209827357,17.784860557768923,1,0.0,0.0,0.0,0.0,0.0,0,559,59
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,MOONG(GREEN GRAM),RABI,0.596989966555184,,0.596989966555184,0.596989966555184,1,29.9,29.9,17.85,17.85,2010,2010,80.0,99.59,81.28,98.68,99.34,0.5,28.0,55.0,45.0,20.0,10.0,20.0,1,0.0,0.0,0.0,0.0,0.0,0,559,63
